rule_acc,full_acc,rule_lane_acc,full_lane_acc,rule_jitter,full_jitter,rule_parallel_as_adj,full_parallel_as_adj
0.6666666666666666,0.9262345679012346,0.6666666666666666,0.9262345679012346,1.5777777777777777,0.5611111111111111,1.0,0.21944444444444441
