sec,pd_true,pf_true,pd_hat_rule,pf_hat_rule,pd_var_rule,pf_var_rule,pd_ci_low_rule,pd_ci_high_rule,pf_ci_low_rule,pf_ci_high_rule,pd_hat_global,pf_hat_global,pd_var_global,pf_var_global,pd_ci_low_global,pd_ci_high_global,pf_ci_low_global,pf_ci_high_global,pd_hat_full,pf_hat_full,pd_var_full,pf_var_full,pd_ci_low_full,pd_ci_high_full,pf_ci_low_full,pf_ci_high_full
160,0.94,0.015,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9403277132716105,0.012187745009578272,0.0008292340629309516,0.00017791926917970128,0.8838867212874546,0.9967687052557663,0.0,0.03833147589254026,0.9289568023100052,0.017205248958390873,0.0017660476055766788,0.00016388517563201404,0.8465890387032193,1.0,0.0,0.04229670747932873
161,0.94,0.015,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.939845363184818,0.01359197815741602,0.0008355082239135314,0.00019813649685494113,0.8831912513041591,0.996499475065477,0.0,0.04118112758826912,0.9289375166596366,0.01760539866490981,0.0017661826169294002,0.00016638482811139502,0.8465666046749076,1.0,0.0,0.04288748630957901
162,0.94,0.015,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9335464144280105,0.015241678807393973,0.0009168104414278206,0.00022181335026393443,0.8741998139205752,0.9928930149354457,0.0,0.044432741932500096,0.9278675378573037,0.016836713796058094,0.0017736466948824166,0.00015986106462182974,0.8453227552053378,1.0,0.0,0.04161820418407191
163,0.94,0.015,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9366859526420892,0.007070703044165662,0.0008764341689419374,0.00010375430841320534,0.8786608761371215,0.9947110291470569,0.0,0.0270352353752815,0.9280014332308497,0.016073130125302353,0.0017727154946553885,0.00015337131188500103,0.8454783222602366,1.0,0.0,0.040346391787827646
164,0.94,0.015,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9384108991260653,0.022325547463036357,0.0008541263575488923,0.00032256823734254315,0.8811290362446975,0.9956927620074332,0.0,0.05752750963242563,0.9281543712373354,0.01898972654244132,0.001771650864170166,0.0001752895307781883,0.845656044225231,1.0,0.0,0.04493952926688391
165,0.94,0.015,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9468963918142267,0.011238444203381603,0.0007431076105924925,0.00016421884101382905,0.8934667914334254,1.0,0.0,0.03635543247106063,0.9301223934600238,0.016437146431736296,0.0017578564372963833,0.00015510655074505076,0.8479458682869685,1.0,0.0,0.040847335397456885
166,0.94,0.015,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9657409973859041,0.03832837819752116,0.0004889456653298017,0.0005447189205261425,0.922401250410051,1.0,0.0,0.08407323807372177,0.934166316568192,0.021699736947292818,0.0017289601423586952,0.00019469012345251467,0.8526680142368848,1.0,0.0,0.04904789188058183
167,0.94,0.015,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.942328054792752,0.01912348158080476,0.0008031412602452272,0.00027720848324679895,0.8867821506651021,0.9978739589204018,0.0,0.05175665656027775,0.9300379334651008,0.017799952725227292,0.0017584520487803703,0.00016455932419846413,0.8478474876055322,1.0,0.0,0.042942965668007635
168,0.94,0.015,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9649764466051888,0.006197194381985609,0.0004994616369814592,9.101658862725371e-05,0.9211731154004964,1.0,0.0,0.024896106833528286,0.9345889888460039,0.015104240391947351,0.001725897081700197,0.0001432067452111979,0.8531629105353087,1.0,0.0,0.03855936845391576
169,0.94,0.015,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9342413184709403,0.017870836436547313,0.000907898679792407,0.00025938132475279073,0.8751838585840597,0.9932987783578209,0.0,0.04943726317715767,0.9084846876869146,0.01671549972089814,0.0022949414646587286,0.00015520187254447043,0.8145898149268274,1.0,0.0,0.04113318825947274
170,0.94,0.015,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9491447176202948,0.010473835109257177,0.0007133353098589005,0.00015316454020730943,0.8967963754655145,1.0,0.0,0.03473072892648777,0.910812076051064,0.015270451913252507,0.002278474607970431,0.00014352873822002563,0.8172546709246967,1.0,0.0,0.03875193399480031
171,0.94,0.015,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9528225664456261,0.004979592046861394,0.0006643111820334452,7.32235819198261e-05,0.902305066142269,1.0,0.0,0.021751464700301256,0.9115329257327528,0.014020009823111593,0.0022733245897069,0.0001333096464825236,0.8180813139552237,1.0,0.0,0.03665012997142858
172,0.94,0.015,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.8975599062009587,0.01733380997794048,0.0013588096696771175,0.00025172436959983944,0.825310316395676,0.9698094960062414,0.0,0.04843082491916503,0.9002609209958436,0.017078920144064775,0.0023511590985076398,0.00015655817661035948,0.8052229665101386,0.9952988754815487,0.0,0.04160306928866013
173,0.94,0.015,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9132455567101149,0.013764684260796408,0.0011708587663942938,0.00020061898120192614,0.8461786420876252,0.9803124713326046,0.0,0.04152613015587398,0.9022317484968467,0.016324913367006325,0.0023379659737986147,0.00015029662900449187,0.8074608136858786,0.9970026833078148,0.0,0.04035363638725141
174,0.94,0.015,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9290316618589235,0.01580823051380914,0.0009743620658507941,0.00022992606446056287,0.8678507063893298,0.9902126173285172,0.0,0.045528324208676564,0.9049190198692766,0.01790024067647078,0.002319692981180016,0.00016192700958637973,0.8105191652269036,0.9993188745116496,0.0,0.042841347308435536
175,0.94,0.015,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9011024068362161,0.008326064121405805,0.0013169979196580477,0.00012202079966973481,0.8299730935528844,0.9722317201195478,0.0,0.029976817087786753,0.8988896936928386,0.014986831526615205,0.0023602344596673815,0.00013906595801739912,0.8036684948962565,0.9941108924894206,0.0,0.038100372672870586
176,0.94,0.015,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9361976894136254,0.02097243326135221,0.0008827326465548932,0.00030343729513966053,0.8779644881019572,0.9944308907252936,0.0,0.05511455845895114,0.9050714217752258,0.017437014432975524,0.002318646860478687,0.00015750420849332519,0.8106928554626625,0.9994499880877892,0.0,0.04203514784484151
177,0.94,0.015,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9542455353947022,0.01694441051454362,0.000645236358236163,0.0002461669576382993,0.9044585893766942,1.0,0.0,0.04769623947581502,0.9088888047897568,0.01654820878626713,0.0022920998589416553,0.00015026933240437434,0.8150520805390122,1.0,0.0,0.04057474968096615
178,0.94,0.015,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9456758938601033,0.01072671743090897,0.0007592068615566216,0.00015682248715369074,0.8916706248638663,0.9996811628563403,0.0,0.03527155938700269,0.9080100375466365,0.015343848143692215,0.0022982695750478825,0.0001405794224436115,0.8140471065605079,1.0,0.0,0.03858282207240468
179,0.94,0.015,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9496906035628778,0.004379426795371377,0.0007060841537032712,6.443715393569501e-05,0.8976090052303911,1.0,0.0,0.02011288701743842,0.9090842159723682,0.013309267720676176,0.002290723141417792,0.00012437071952311088,0.8152756768084382,1.0,0.0,0.03516750543829611
180,0.604,0.09899999999999999,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9494628652899998,0.010622751579855386,0.0007091103358419234,0.00015531884820780412,0.897269778907124,1.0,0.0,0.03504964019210194,0.9095827249856308,0.013645173905350645,0.0022872031846120386,0.00012660794249414985,0.8158462872785918,1.0,0.0,0.03569913209624069
181,0.604,0.09899999999999999,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9526713265102582,0.013462126473324313,0.0006663350269277337,0.00019626942301685543,0.9020769331504641,1.0,0.0,0.04092097960781541,0.912712314506831,0.015529282200987902,0.0021652250146563185,0.00014082797020969898,0.8215096368251767,1.0,0.0,0.03878879058697017
182,0.604,0.09899999999999999,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9523151357973639,0.01341532566691499,0.0006710987871223502,0.00019559637493840815,0.9015402098928467,1.0,0.0,0.0408270573517865,0.9128729309535748,0.01534374681253831,0.0021640833913439917,0.0001390192412998599,0.8216942999253175,1.0,0.0,0.03845340534263221
183,0.604,0.09899999999999999,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9414237292130145,0.01104504759259098,0.0008149520879952003,0.00016142445097933587,0.8854708924552382,0.9973765659707908,0.0,0.03594742038881698,0.9108734517973937,0.014826749771931214,0.002178211837847035,0.0001346590993514577,0.8193976703234256,1.0,0.0,0.03757112041762198
184,0.604,0.09899999999999999,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9311517849613102,0.004512593920428076,0.0009474109112021122,6.638764162370535e-05,0.8708229050075598,0.9914806649150607,0.0,0.020482401810995404,0.9086631455397902,0.012813952613753692,0.002193619006211147,0.00011866070657693843,0.8168644158412768,1.0,0.0,0.03416452568301735
185,0.604,0.09899999999999999,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.912267840116909,0.005151863406992256,0.0011827866207685554,7.574367059745748e-05,0.8448601767369602,0.9796755034968577,0.0,0.02220990798915913,0.9044377094154195,0.019353870900756322,0.0022224562058495725,0.00017935973061762445,0.8120375591969716,0.9968378596338673,0.0,0.04560322024775283
186,0.604,0.09899999999999999,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9073438956279969,0.011589953002042422,0.0012424278427774545,0.00016929496539092923,0.838257639391218,0.9764301518647758,0.0,0.0370921791606701,0.8836677277744177,0.020303524221049085,0.0026515233053236607,0.00018622089461256287,0.7827415570864769,0.9845938984623586,0.0,0.04705022848052041
187,0.604,0.09899999999999999,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.8766540688181331,0.005282077008070678,0.0015980056026021453,7.764793109189403e-05,0.7983029467907083,0.9550051908455579,0.0,0.02255321744761954,0.877080917820638,0.018758945451330063,0.002694411374189426,0.00017368230709515622,0.7753417870248321,0.9788200486164439,0.0,0.04458950779396504
188,0.604,0.09899999999999999,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.8965450993764876,0.01579146507989784,0.0013707189777412544,0.00022968612872701787,0.8239795839790841,0.9691106147738912,0.0,0.045496047758631294,0.8799049191271486,0.021453372667178006,0.0026762646795921046,0.00019405962680049194,0.7785089705240559,0.9813008677302414,0.0,0.04875720870383721
189,0.604,0.09899999999999999,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9258095271892243,0.01988227152302749,0.0010150676830771826,0.0002879847310656964,0.8633636785577155,0.9882553758207331,0.0,0.053143692762384946,0.8850715018012582,0.022610590376576825,0.002642128691925104,0.0002024073211465513,0.7843242855474108,0.9858187180551055,0.0,0.050495496058981265
190,0.604,0.09899999999999999,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9491543385704516,0.03479652923088888,0.0007132075883252236,0.00049634084903014,0.8968106830684696,1.0,0.0,0.0784627977414244,0.8899345605861735,0.02566346481144481,0.0026088921055954445,0.0002249519106187785,0.7898230232248111,0.9900460979475358,0.0,0.05506032280397693
191,0.604,0.09899999999999999,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9345202248369081,0.008291504980414902,0.0009043178454337374,0.00012151856047647292,0.8755793439899251,0.9934611056838911,0.0,0.029897654612554787,0.8878836438966644,0.02008975148616244,0.0026230398819895545,0.00018206348426236198,0.7875010258263477,0.9882662619669811,0.0,0.04653620835929177
192,0.604,0.09899999999999999,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9530425774940139,0.029184020640252648,0.0006613658568115349,0.00041870414156929046,0.902637190127908,1.0,0.0,0.06929005298268945,0.8917578697421977,0.02220773157790451,0.0025961542479480335,0.0001978415327448321,0.7918910276026909,0.9916247118817045,0.0,0.04977633749464515
193,0.604,0.09899999999999999,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9652920582097525,0.0208536247285717,0.0004951226684768327,0.0003017549418362307,0.9216794081730877,1.0,0.0,0.05490097094759536,0.8947325435174527,0.022265968878771275,0.0025750491802617615,0.0001978061650623857,0.7952724563925483,0.9941926306423571,0.0,0.0498321104967718
194,0.604,0.09899999999999999,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9754832915865245,0.011401373462929949,0.00035343309490705623,0.00016657214994219826,0.9386356515346168,1.0,0.0,0.03669768883133783,0.8976118550885119,0.02013050545244755,0.0025542384899327744,0.00018098347734491006,0.7985544849289637,0.9966692252480601,0.0,0.046498405000348714
195,0.604,0.09899999999999999,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9211506397468867,0.005323655327351369,0.0010733813592234678,7.825587223606307e-05,0.856936141153556,0.9853651383402174,0.0,0.022662275767918717,0.887417984140551,0.018418042904208676,0.002626225555582504,0.0001672840892496062,0.7869744273819129,0.987861540899189,0.0,0.04376835961349827
196,0.604,0.09899999999999999,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9329990610989084,0.007865552914584347,0.0009238198978442938,0.00011532540874776697,0.873426025927292,0.9925720962705248,0.0,0.02891392791707377,0.889191084839446,0.017763397694154397,0.0026140428437536035,0.0001617582529041826,0.7889807710560641,0.9894013986228278,0.0,0.042691504408397814
197,0.604,0.09899999999999999,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9366306683815766,0.018489519422700974,0.0008771476762855833,0.00026819197676185036,0.8785819774986747,0.9946793592644785,0.0,0.05058759254132173,0.889786661506285,0.020415148014802216,0.0026099187355218207,0.00018184753152190736,0.7896554285448327,0.9899178944677374,0.0,0.04684591563692321
198,0.604,0.09899999999999999,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9171149040689953,0.017839835909517075,0.0011233767015297468,0.000258939549225201,0.851421952113731,0.9828078560242597,0.0,0.04937936939217233,0.8859675738603741,0.020227722488168048,0.0026360850909757957,0.00017998277737318533,0.7853356480838461,0.986599499636902,0.0,0.0465226238486377
199,0.604,0.09899999999999999,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9225214339771088,0.01905804120192192,0.0010562902142353836,0.00027627830937144516,0.8588202213747835,0.9862226465794341,0.0,0.051636419818442164,0.8867119355652227,0.021133335871520907,0.0026310370189821138,0.00018649096287715324,0.7861764104404108,0.9872474606900346,0.0,0.04789942790956172
200,0.604,0.09899999999999999,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9216450632397388,0.0021621979595822073,0.0010672232607717748,3.188457427929737e-05,0.8576150321716467,0.985675094307831,0.0,0.013229617737983531,0.8890301225904496,0.01633139709525028,0.0025110255615680994,0.0001489526372651159,0.7908142593232562,0.9872459858576429,0.0,0.040252443295566626
201,0.604,0.09899999999999999,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9316978515634814,0.025974307013940063,0.0009404477579626782,0.0003738863407254039,0.8715910790083905,0.9918046241185723,0.0,0.06387314296612613,0.8906037748043136,0.020710938748455265,0.0025003088546678483,0.00018244399890929218,0.792597721439779,0.9886098281688482,0.0,0.04718501788654686
202,0.604,0.09899999999999999,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9181697150449002,0.013610845909078413,0.0011103560012699564,0.00019840774555740506,0.8528585857139916,0.9834808443758087,0.0,0.04121887364257157,0.8877959099019774,0.019872602449547278,0.0025193520732879424,0.0001756329618021354,0.7894173404635934,0.9861744793403615,0.0,0.04584781344116548
203,0.604,0.09899999999999999,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9040353582354771,0.0015441955939222837,0.0012820999403280278,2.2785385032857075e-05,0.8338547688195699,0.9742159476513843,0.0,0.010900067287261377,0.8846336218966977,0.015659521909501643,0.0025403709215761124,0.00014256818545166017,0.785845520728962,0.9834217230644334,0.0,0.03906229826682937
204,0.604,0.09899999999999999,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.8862972581704908,0.034710052459367036,0.0014892772659600186,0.0004951516953345083,0.8106585938187718,0.9619359225222097,0.0,0.07832398088592644,0.8802524842249497,0.02391436259458339,0.0025687417187969554,0.00020543143752575,0.7809142831795796,0.9795906852703199,0.0,0.052006806603585545
205,0.604,0.09899999999999999,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.8911218815850005,0.013008493305044989,0.0014338473952523472,0.0001897429419750384,0.8169041737680555,0.9653395894019455,0.0,0.04000694670318074,0.8802928071374696,0.025818880284402854,0.002568484569995667,0.00022807718181206882,0.7809595784368211,0.9796260358381181,0.0,0.05541924010737195
206,0.604,0.09899999999999999,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9093919527994021,0.008623882011662417,0.0012177078174841229,0.00012634744833563572,0.8409964386800755,0.9777874669187288,0.0,0.030655140657644905,0.8834206716844883,0.02397472706042748,0.0025483127251512685,0.00021339103414310694,0.7844782734674393,0.9823630699015374,0.0,0.052606230631915996
207,0.604,0.09899999999999999,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9340328667922101,0.0009784080059294733,0.0009105734563172761,1.4445084586749864e-05,0.8748884757666154,0.9931772578178047,0.0,0.008427719178679493,0.8882687040381779,0.02074426693641139,0.0025161705706921765,0.00018771855033124663,0.7899522717169679,0.9865851363593879,0.0,0.0475983091452208
208,0.604,0.09899999999999999,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9394944353576072,0.02332212610304463,0.0008400685904881488,0.00033662371237061587,0.8826859192951428,0.9963029514200716,0.0,0.05928284986443405,0.8900296795949851,0.025202385505578212,0.0025042315046768515,0.00022188934411063136,0.7919467771686877,0.9881125820212826,0.0,0.05439844867059074
209,0.604,0.09899999999999999,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.920334472175368,0.004879834329773251,0.0010835310074047515,7.17638652219786e-05,0.8558170891065695,0.9848518552441665,0.0,0.0214836912502828,0.886529463186761,0.021899164072982848,0.0025278242361802877,0.00019588733031177083,0.7879856171804771,0.9850733091930448,0.0,0.049331276061047105
210,0.604,0.09899999999999999,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9321252104833592,0.015154059449245931,0.0009349921546509248,0.0002205578413515469,0.8721930333052607,0.9920573876614577,0.0,0.04426239164702227,0.8888309677549274,0.024194840318667886,0.0025123738171581203,0.00021322893372960767,0.7905887402964937,0.9870731952133611,0.0,0.0528154670032054
211,0.604,0.09899999999999999,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9254500410732794,0.031335497469369034,0.0010195900869568201,0.0004485751340056587,0.8628652403781161,0.9880348417684428,0.0,0.07284749856298217,0.8880362443549137,0.02787321710250772,0.0025177360935871177,0.0002407387169804437,0.7896892312984701,0.9863832574113572,0.0,0.05828410092971788
212,0.604,0.09899999999999999,0.9,0.05,0.0,0.0,0.9,0.9,0.05,0.05,0.9363959890109196,0.003555116077927807,0.0008801754794361793,5.2351880210841416e-05,0.8782471960586834,0.9945447819631558,0.0,0.0177366175152922,0.8903361287020526,0.021358164256954307,0.0025021394738859925,0.00019038399978690157,0.7922942039816534,0.9883780534224518,0.0,0.04840218713783061
