tid1,tid2,label,p_I1,p_I2,p_P,pair_count,mean_dt_ms,std_dt_ms,speed_diff
227,737,I2,0.2037793032672654,0.49090010644795523,0.30532059028477937,2,180.0,120.0,1.5059407575154395
230,727,I2,0.04935054578456616,0.6093840085677578,0.3412654456476762,12,60.0,57.0087712549569,0.05743346281310835
230,743,I2,0.059722561739327926,0.7247716850103626,0.21550575325030943,5,20.0,6.324555320336759,2.697456108221793
230,745,I2,0.052268871462759416,0.6379501214281303,0.3097810071091103,7,54.285714285714285,50.38626311013828,1.540531864914076
239,704,I2,0.20922694211126694,0.49375354900820284,0.29701950888053025,2,145.0,75.0,2.607945892941503
243,744,I1,0.4342646983921509,0.4062672995078892,0.1594680020999599,15,574.0,187.2538384119268,1.0218375061558902
248,746,I2,0.336289645563375,0.5735064337658371,0.09020392067078785,2,20.0,10.0,5.357157000000001
257,704,I2,0.25061765799662733,0.6141943399275606,0.13518800207581214,2,105.0,15.0,5.108350485222784
260,750,I2,0.38703395493543147,0.6129078873899071,5.815767466145261e-05,3,86.66666666666667,52.49338582674541,12.801887825399524
267,744,I2,0.3028450606801966,0.6711357741967959,0.026019165123007552,5,122.0,58.44655678480983,5.918553529688225
294,752,I2,0.0889423873437329,0.875419377216737,0.03563823543952999,10,377.0,104.7902667235846,1.8479251624739934
294,760,I2,0.17945127811722703,0.7460418168900064,0.0745069049927666,3,466.6666666666667,138.88444437333106,1.8116200640098743
294,772,I2,0.029936475093791007,0.8575817817731147,0.11248174313309431,14,380.7142857142857,42.16706326612984,1.4917901523440094
297,753,I1,0.9610127748434173,0.03605138112243004,0.0029358440341526733,5,138.0,66.4529909033446,8.388436005109483
297,755,I1,0.43955616333800823,0.13909305380833673,0.421350782853655,2,120.0,10.0,0.18802099489051471
305,752,I1,0.9584226728709669,0.031314600475351506,0.010262726653681673,19,107.36842105263158,20.98673898671251,6.7735143917847775
312,778,I1,0.734494152967358,0.26542545659677186,8.039043587001523e-05,3,110.0,0.0,12.599604750629917
320,772,I2,0.04670094149925382,0.9107746170809804,0.042524441419765725,4,362.5,12.99038105676658,5.223101676657873
321,821,I2,0.07180645503972442,0.9281183833962793,7.516156399633342e-05,8,166.25,278.160812301086,7.0615594909713195
335,821,I2,0.029174713597995477,0.968093450518029,0.002731835883975528,5,412.0,316.44272783554374,1.9414796793713123
335,840,I2,0.06919542062286177,0.9134354686072591,0.017369110769879126,17,144.11764705882354,227.20964207816357,1.1107130876513995
335,872,I2,0.049805244328110364,0.5454105822871316,0.40478417338475803,3,80.0,24.49489742783178,1.201382218966227
337,846,I2,0.030958639830422557,0.8655736535773091,0.10346770659226824,11,279.09090909090907,65.29019771263809,3.240019992240951
337,869,I2,0.034912822946638916,0.8973814741695373,0.06770570288382392,10,304.0,61.35144660071187,3.55940621878959
337,923,I2,0.033072878393704964,0.9174720342193958,0.04945508738689939,7,415.7142857142857,132.64960749036138,3.066001568360301
357,869,I2,0.25133239522784556,0.7288158183056092,0.01985178646654531,2,415.0,15.0,7.365345290861136
375,872,I2,0.028204190747496864,0.7655439913711227,0.2062518178813804,4,57.5,44.93050188902857,3.237436830772001
382,923,I2,0.12120715712172546,0.7932926253932281,0.08550021748504648,3,323.3333333333333,16.996731711975947,5.088841406871216
385,965,I2,0.1283583158668417,0.8192840578556883,0.05235762627747011,4,617.5,174.55300054711176,1.5066792697528335
385,987,I2,0.12413782797774117,0.5341859649664473,0.3416762070558116,4,325.0,42.720018726587654,0.3091103013404357
385,988,I2,0.33382422041063153,0.5751018440161113,0.09107393557325724,2,540.0,70.0,3.2311654881332466
385,993,P,0.09257290891937099,0.4347020827782367,0.4727250083023923,4,187.5,12.99038105676658,0.011865488133249613
395,995,I2,0.13046818058095505,0.7854806775964678,0.0840511418225772,6,55.0,27.537852736430512,4.27901438490057
404,999,I2,0.21197370046699218,0.7868194140608908,0.0012068854721169384,24,154.58333333333334,230.8675516153989,2.446271743699242
404,1002,I2,0.3091308226041958,0.5745317893434737,0.11633738805233033,2,535.0,95.0,2.4399975641889124
404,1005,I2,0.05853510093968538,0.7241681098826726,0.21729678917764197,9,48.888888888888886,52.16308708580224,2.16266395402368
406,998,I2,0.20820215601928607,0.791747220253464,5.062372724997653e-05,4,257.5,48.66980583482946,12.841079500384529
434,1029,I2,0.4218274287378464,0.5369246785979696,0.041247892664184105,3,626.6666666666666,155.20595635763755,1.5284750733824932
434,1032,I2,0.17734850789081477,0.8083825770594233,0.014268915049762012,6,338.3333333333333,236.32016888581944,1.1686254823180064
435,1005,I2,0.18136200566692964,0.7853897216009444,0.033248272732125814,3,43.333333333333336,32.99831645537222,6.350391934682728
435,1009,I2,0.45266128652532556,0.515943984880038,0.03139472859463652,2,180.0,120.0,6.624062312144202
449,1019,I2,0.07806200991449871,0.6914249223381946,0.23051306774730654,33,102.42424242424242,47.16382171719689,2.1232944163199488
455,1023,I1,0.5469960087554485,0.18798887926194177,0.2650151119826098,2,75.0,5.0,3.219299999999997
460,1030,I1,0.6458289747797125,0.03917398784493438,0.3149970373753533,17,68.23529411764706,40.03458712276131,1.1389990487410415
470,1056,I1,0.8390358749237903,0.04825652374955275,0.11270760132665701,5,58.0,32.49615361854384,4.1287573257000005
476,1059,I1,0.9635415853256913,0.03644676557164695,1.1649102661670758e-05,5,50.0,16.73320053068151,14.230579490026415
485,1019,I2,0.19135504629805417,0.7825460488263292,0.02609890487561657,5,116.0,58.172158288995945,5.996595686250577
486,1110,I2,0.0757975478926401,0.6976075596897102,0.2265948924176496,3,423.3333333333333,9.428090415820632,1.5567280264120313
487,1117,I1,0.494975863181587,0.3293942201546897,0.17562991666372316,2,200.0,200.0,0.4199674329026699
487,1121,I1,0.7164398745579073,0.23625722736578214,0.04730289807631047,4,402.5,44.37059837324712,4.623208187107895
