method,track_id,lane,eid,time_ms,dev,true_vid,residual_ms,innovation_var,reliability
global,305,1,6832,266141,1,155.0,0.0,33833.68668173028,0.9056241508480829
global,305,1,6833,266933,2,155.0,110.18181818182347,33833.68668173028,0.9056241508480829
global,305,1,6834,267602,3,155.0,84.76884422107833,33972.515219973866,0.8916117503140111
global,305,1,6835,268314,4,155.0,101.89039609330939,33863.76980929854,0.9025505142978326
global,305,1,6836,269082,5,155.0,94.01942417101236,33756.39744298115,0.9136177351580292
global,305,1,6837,269793,6,155.0,188.24283753079362,33756.39744298115,0.9136177351580292
global,305,1,6838,270428,7,155.0,292.27161454677116,33632.002373888194,0.9267838044391643
global,305,1,6839,271230,8,155.0,145.95457629178418,33858.53880939088,0.9030834737123072
global,305,1,6840,271927,9,155.0,265.9903485062532,33858.53880939088,0.9030834737123072
global,305,1,6841,272639,10,155.0,261.80237445700914,33815.714197488254,0.9074704352687989
global,305,1,6842,273369,11,155.0,251.516394144448,33727.90633636575,0.9166001205429017
global,305,1,6843,274775,13,155.0,567.9786613519536,33946.56648567386,0.8941977922827047
global,305,1,6844,275440,14,155.0,215.30489360907814,33695.082587428704,0.9200602661976264
global,305,1,6845,276196,15,155.0,157.0927124163136,33748.09031286732,0.9144853006641943
global,305,1,6846,276950,16,155.0,183.5363343655481,33748.09031286732,0.9144853006641943
global,305,1,6847,277611,17,155.0,294.4404277901049,33609.46961377504,0.9292093890662089
global,305,1,6848,278297,18,155.0,282.3856833250611,33655.6740466116,0.9242492215995273
global,305,1,6849,278987,19,155.0,287.6580809765728,33655.6740466116,0.9242492215995273
global,305,1,6850,279763,20,155.0,208.255125470052,33988.03918525633,0.8900717759578664
global,305,1,6851,280531,21,155.0,220.92628153669648,34079.06194322136,0.881148300345389
global,305,1,6852,281178,22,155.0,345.2225595198106,34175.85844379569,0.871853031408658
global,305,1,6853,281849,23,155.0,323.5430593545316,34175.85844379569,0.871853031408658
global,305,1,6854,282648,24,155.0,197.17387787176995,34341.47285403858,0.856396001465805
global,305,1,6855,283336,25,155.0,309.3186367432354,33985.52456545248,0.8903208646002015
global,305,1,6856,284769,27,155.0,563.243069331802,34015.40034410238,0.8873704654983376
global,305,1,6857,285445,28,155.0,216.84165831113933,33961.6486395778,0.8926928874079242
global,305,1,6858,286196,29,155.0,171.4976539540221,33767.19739311212,0.9124922870203812
global,305,1,6859,286945,30,155.0,195.4569425911177,33767.19739311212,0.9124922870203812
global,305,1,6860,287638,31,155.0,267.46102514874656,33743.81078534463,0.914932881828674
global,305,1,6861,288439,32,155.0,170.99047725956189,33713.99893334062,0.9180629996856219
global,305,1,6862,289030,33,155.0,389.22718595631886,33705.47490228187,0.9189619279590422
global,305,1,6863,289721,34,155.0,295.0764377673622,33705.47490228187,0.9189619279590422
global,305,1,6864,291232,36,155.0,469.4252477901173,33702.26905408962,0.9193004663812836
global,305,1,6865,292005,37,155.0,132.79143849562388,33986.44005143256,0.8902301639150968
global,305,1,6866,292608,38,155.0,329.13599588524085,33986.44005143256,0.8902301639150968
global,305,1,6867,294038,40,155.0,473.0158749202965,33864.320062723345,0.90249448839759
global,305,1,6868,294750,41,155.0,153.6099167386419,33864.320062723345,0.90249448839759
global,305,1,6869,295453,42,155.0,198.97485968651017,34215.74579525901,0.8680794997747826
global,305,1,6870,296177,43,155.0,205.30338819295866,33861.96693519588,0.9027341287211844
global,305,1,6871,296974,44,155.0,152.44004651368596,33861.96693519588,0.9027341287211844
global,305,1,6872,297654,45,155.0,284.0629397308803,33754.546287255944,0.91381092034954
global,305,1,6873,298276,46,155.0,352.5698928233469,33878.58915662884,0.9010440576616975
global,305,1,6874,299742,48,155.0,498.12415195442736,34082.76446197012,0.8807891070495453
global,305,1,6875,300421,49,155.0,212.21568003715947,34505.24603259192,0.8416404975283465
global,305,1,6876,301202,50,155.0,140.28199048584793,34235.8665770124,0.8661883466259237
global,305,1,6877,301942,51,155.0,203.56464981014142,34235.8665770124,0.8661883466259237
global,305,1,6878,302526,52,155.0,375.8148967549205,33950.534358746125,0.8938013842919555
global,305,1,6879,303260,53,155.0,237.52717267675325,33837.06570633745,0.9052778677726524
global,305,1,6880,304062,54,155.0,177.8973067193292,33875.208148355356,0.9013873101649409
global,307,1,7031,268646,1,12.0,0.0,33863.76980929854,0.9025505142978326
global,307,1,7032,269535,2,12.0,207.18181818182347,33756.39744298115,0.9136177351580292
global,307,1,7033,270323,3,12.0,34.231155778921675,33632.002373888194,0.9267838044391643
global,307,1,7034,271117,4,12.0,19.89039609330939,33858.53880939088,0.9030834737123072
global,307,1,7035,271810,5,12.0,169.01942417101236,33858.53880939088,0.9030834737123072
global,312,1,7159,273390,1,13.0,0.0,33727.90633636575,0.9166001205429017
global,312,1,7160,273970,2,13.0,101.81818181817653,33727.90633636575,0.9166001205429017
global,312,1,7161,274691,3,13.0,32.768844221078325,33946.56648567386,0.8941977922827047
global,312,1,7162,275207,4,13.0,297.8903960933094,33695.082587428704,0.9200602661976264
global,312,1,7163,275841,5,13.0,228.01942417101236,33695.082587428704,0.9200602661976264
global,312,1,7164,277051,7,13.0,588.4856750615872,33609.46961377504,0.9292093890662089
global,312,1,7165,277673,8,13.0,162.74429759936174,33609.46961377504,0.9292093890662089
global,312,1,7166,278322,9,13.0,189.91892215289408,33655.6740466116,0.9242492215995273
global,312,1,7167,278908,10,13.0,295.5176669321372,33655.6740466116,0.9242492215995273
global,312,1,7168,279573,11,13.0,249.00572619523155,33988.03918525633,0.8900717759578664
global,312,1,7169,280157,12,13.0,354.2099306951859,34079.06194322136,0.881148300345389
global,312,1,7170,280748,13,13.0,364.93002545216586,34079.06194322136,0.881148300345389
global,312,1,7171,281442,14,13.0,274.7376991760102,34175.85844379569,0.871853031408658
global,312,1,7172,281953,15,13.0,466.9092067157035,34175.85844379569,0.871853031408658
global,312,1,7173,283296,17,13.0,625.8665606903378,33985.52456545248,0.8903208646002015
global,312,1,7174,283781,18,13.0,378.68465531017864,33985.52456545248,0.8903208646002015
global,312,1,7175,284431,19,13.0,250.5106825362309,34015.40034410238,0.8873704654983376
global,312,1,7176,285139,20,13.0,220.21492328954628,33961.6486395778,0.8926928874079242
global,312,1,7177,285611,21,13.0,476.6444782828912,33961.6486395778,0.8926928874079242
global,312,1,7178,286221,22,13.0,353.4886164528434,33767.19739311212,0.9124922870203812
global,312,1,7179,286942,23,13.0,253.15898414462572,33767.19739311212,0.9124922870203812
global,312,1,7180,287576,24,13.0,347.76996410725405,33743.81078534463,0.914932881828674
global,312,1,7181,288125,25,13.0,438.16880090913037,33713.99893334062,0.9180629996856219
global,312,1,7182,288838,26,13.0,277.9834527023486,33713.99893334062,0.9180629996856219
global,312,1,7183,289431,27,13.0,400.6712979793083,33705.47490228187,0.9189619279590422
global,312,1,7184,289953,28,13.0,473.5614815673325,33705.47490228187,0.9189619279590422
global,312,1,7185,290619,29,13.0,330.8888944874052,33945.53952623625,0.8943004473388002
global,312,1,7186,291185,30,13.0,431.82019165705424,33702.26905408962,0.9193004663812836
global,312,1,7187,291826,31,13.0,357.47313567844685,33702.26905408962,0.9193004663812836
global,312,1,7188,292427,32,13.0,397.9307051744545,33986.44005143256,0.8902301639150968
global,312,1,7189,293701,34,13.0,724.5025068657706,34211.08996156122,0.8685182788773945
global,312,1,7190,294391,35,13.0,163.61950910289306,33864.320062723345,0.90249448839759
global,312,1,7191,294966,36,13.0,317.82725674135145,33864.320062723345,0.90249448839759
global,312,1,7192,295445,37,13.0,443.4868919918081,34215.74579525901,0.8680794997747826
global,312,1,7193,296095,38,13.0,294.4490462713875,33861.96693519588,0.9027341287211844
global,312,1,7194,296744,39,13.0,311.4553087966051,33861.96693519588,0.9027341287211844
global,312,1,7195,297304,40,13.0,411.98637916194275,33754.546287255944,0.91381092034954
global,312,1,7196,298582,42,13.0,682.4485369196627,33878.58915662884,0.9010440576616975
global,312,1,7197,299229,43,13.0,197.8758449271554,34082.76446197012,0.8807891070495453
global,312,1,7198,299817,44,13.0,298.1131091330899,34082.76446197012,0.8807891070495453
global,312,1,7199,300971,46,13.0,680.9181553796516,34505.24603259192,0.8416404975283465
global,312,1,7200,301652,47,13.0,98.47943349299021,34235.8665770124,0.8661883466259237
global,312,1,7201,302226,48,13.0,260.6999877410126,33950.534358746125,0.8938013842919555
global,312,1,7202,302921,49,13.0,183.25253413891187,33950.534358746125,0.8938013842919555
global,312,1,7203,303477,50,13.0,355.54606102243997,33837.06570633745,0.9052778677726524
global,312,1,7204,304130,51,13.0,283.39439276541816,33875.208148355356,0.9013873101649409
global,312,1,7205,305436,53,13.0,603.2199131060624,33934.71120547062,0.8953842845084564
global,312,1,7206,305985,54,13.0,289.4325029050233,33934.71120547062,0.8953842845084564
global,312,1,7207,306549,55,13.0,317.14165861561196,33845.987906870374,0.9043647904816462
global,312,1,7208,307238,56,13.0,224.72272903303383,33766.768671852435,0.9125369106277088
global,312,1,7209,307790,57,13.0,386.00118372164434,33766.768671852435,0.9125369106277088
global,312,1,7210,308453,58,13.0,292.77832108107395,33623.91766405631,0.9276526413677698
global,312,1,7211,308981,59,13.0,440.6286364468979,33623.91766405631,0.9276526413677698
global,312,1,7212,309717,60,13.0,241.83140782342525,33933.21577938454,0.8955341724154756
global,312,1,7213,310210,61,13.0,491.3780907558976,33796.36214261751,0.9094668762261151
global,312,1,7214,310941,62,13.0,258.01317296468187,33796.36214261751,0.9094668762261151
global,312,1,7215,311504,63,13.0,429.2837880695006,33496.77100309666,0.9415341424506303
global,312,1,7216,312174,64,13.0,324.5861192533048,33416.80724461304,0.9504791742878745
global,312,1,7217,312748,65,13.0,422.2041183421388,33416.80724461304,0.9504791742878745
global,312,1,7218,313293,66,13.0,452.339853559155,33616.832746041844,0.9284153743931974
global,312,1,7219,313930,67,13.0,361.1364102649386,33616.832746041844,0.9284153743931974
global,312,1,7220,314548,68,13.0,380.6947574544465,33940.46482636255,0.8948080614791504
global,312,1,7221,315183,69,13.0,364.08597230975283,33604.33120653473,0.9297643021835613
global,312,1,7222,315787,70,13.0,395.36000512493774,33604.33120653473,0.9297643021835613
global,312,1,7223,316384,71,13.0,402.55191755632404,33582.16682240244,0.9321655201478043
global,312,1,7224,317001,72,13.0,382.68630012037465,33845.612769342304,0.9044031440904714
global,314,1,7036,274988,9,12.0,0.0,33946.56648567386,0.8941977922827047
global,314,1,7037,275822,10,12.0,152.18181818182347,33695.082587428704,0.9200602661976264
global,314,1,7038,276565,11,12.0,10.768844221078325,33748.09031286732,0.9144853006641943
global,314,1,7039,277374,12,12.0,4.890396093309391,33609.46961377504,0.9292093890662089
global,314,1,7040,278101,13,12.0,135.01942417101236,33655.6740466116,0.9242492215995273
global,314,1,7041,278832,14,12.0,168.24283753079362,33655.6740466116,0.9242492215995273
global,314,1,7042,279616,15,12.0,143.27161454677116,33988.03918525633,0.8900717759578664
global,314,1,7043,280391,16,12.0,172.95457629178418,34079.06194322136,0.881148300345389
global,314,1,7044,281975,18,12.0,341.98069701256463,34175.85844379569,0.871853031408658
global,314,1,7045,282816,19,12.0,63.4123973629321,34341.47285403858,0.856396001465805
global,314,1,7046,283571,20,12.0,176.11326273338636,33985.52456545248,0.8903208646002015
global,314,1,7047,284389,21,12.0,132.7617246725713,34015.40034410238,0.8873704654983376
global,314,1,7048,285891,23,12.0,428.03289669269,33961.6486395778,0.8926928874079242
global,314,1,7049,286737,24,12.0,43.01247040310409,33767.19739311212,0.9124922870203812
global,314,1,7050,287612,25,12.0,44.63280226086499,33743.81078534463,0.914932881828674
global,314,1,7051,288314,26,12.0,240.35308528441237,33713.99893334062,0.9180629996856219
global,314,1,7052,288970,27,12.0,302.9370133522898,33713.99893334062,0.9180629996856219
global,314,1,7053,289816,28,12.0,124.89739741216181,33705.47490228187,0.9189619279590422
global,314,1,7054,290520,29,12.0,275.44874972768594,33945.53952623625,0.8943004473388002
global,314,1,7055,291418,30,12.0,87.52488026686478,33702.26905408962,0.9193004663812836
global,314,1,7056,292164,31,12.0,243.82322316785576,33986.44005143256,0.8902301639150968
global,314,1,7057,292894,32,12.0,262.8544405885041,33986.44005143256,0.8902301639150968
global,314,1,7058,293783,33,12.0,105.9873629832291,34211.08996156122,0.8685182788773945
global,314,1,7059,294579,34,12.0,200.4858695701696,33864.320062723345,0.90249448839759
global,314,1,7060,295357,35,12.0,219.53751264861785,34215.74579525901,0.8680794997747826
global,314,1,7061,296022,36,12.0,333.2749845053768,33861.96693519588,0.9027341287211844
global,314,1,7062,296831,37,12.0,189.7918639377458,33861.96693519588,0.9027341287211844
global,314,1,7063,298475,39,12.0,354.30799626163207,33878.58915662884,0.9010440576616975
global,314,1,7064,299268,40,12.0,145.47700760146836,34082.76446197012,0.8807891070495453
global,314,1,7065,299922,41,12.0,302.1240921780118,34082.76446197012,0.8807891070495453
global,314,1,7066,301522,43,12.0,337.7544044452952,34235.8665770124,0.8661883466259237
global,314,1,7067,302290,44,12.0,143.17353803187143,33950.534358746125,0.8938013842919555
global,314,1,7068,303153,45,12.0,73.11918457574211,33837.06570633745,0.9052778677726524
global,314,1,7069,304651,47,12.0,410.8194520805264,33875.208148355356,0.9013873101649409
global,314,1,7070,305452,48,12.0,80.85624795011245,33934.71120547062,0.8953842845084564
global,314,1,7071,307022,50,12.0,258.52099522354547,33766.768671852435,0.9125369106277088
global,314,1,7072,307799,51,12.0,94.2230243657832,33766.768671852435,0.9125369106277088
global,314,1,7073,308637,52,12.0,68.23363228072412,33623.91766405631,0.9276526413677698
global,314,1,7074,309350,53,12.0,219.46375405503204,33933.21577938454,0.8955341724154756
global,314,1,7075,310097,54,12.0,204.74697948008543,33796.36214261751,0.9094668762261151
global,314,1,7076,311005,55,12.0,57.726749274879694,33496.77100309666,0.9415341424506303
global,314,1,7077,311727,56,12.0,253.75948410877027,33496.77100309666,0.9415341424506303
global,314,1,7078,312439,57,12.0,270.90733839554014,33416.80724461304,0.9504791742878745
global,314,1,7079,314045,59,12.0,369.9469344809768,33940.46482636255,0.8948080614791504
global,314,1,7080,314775,60,12.0,194.1118811480701,33940.46482636255,0.8948080614791504
global,314,1,7081,315680,61,12.0,40.64075044635683,33604.33120653473,0.9297643021835613
global,314,1,7082,317208,63,12.0,394.63540624739835,33845.612769342304,0.9044031440904714
global,314,1,7083,318062,64,12.0,38.190122354368214,33833.146244627715,0.9056795595188486
global,314,1,7084,318744,65,12.0,240.0106799317873,33833.146244627715,0.9056795595188486
global,314,1,7085,319556,66,12.0,132.09958535328042,33400.02550648608,0.9523780604978878
global,314,1,7086,320301,67,12.0,215.20229732280131,33343.03350185244,0.9588838398196199
global,314,1,7087,321020,68,12.0,252.80497900722548,33612.322334652694,0.9289016004209524
global,314,1,7088,321952,69,12.0,48.095119750127196,33612.322334652694,0.9289016004209524
global,314,1,7089,322717,70,12.0,220.98288110317662,33789.75516994139,0.9101504928553484
global,314,1,7090,323395,71,12.0,312.1465818119468,33479.05374741629,0.9435015083419814
global,314,1,7091,324211,72,12.0,177.08215795113938,33521.83886302715,0.9387645235477053
global,316,1,7355,277222,1,153.0,0.0,33609.46961377504,0.9292093890662089
global,316,1,7356,277924,2,153.0,20.181818181823473,33609.46961377504,0.9292093890662089
global,316,1,7357,278555,3,153.0,122.76884422107833,33655.6740466116,0.9242492215995273
global,316,1,7358,279343,4,153.0,25.89039609330939,33988.03918525633,0.8900717759578664
global,316,1,7359,280091,5,153.0,114.01942417101236,34079.06194322136,0.881148300345389
global,316,1,7360,280797,6,153.0,193.24283753079362,34079.06194322136,0.881148300345389
global,316,1,7361,281566,7,153.0,158.27161454677116,34175.85844379569,0.871853031408658
global,316,1,7362,282261,8,153.0,252.95457629178418,34341.47285403858,0.856396001465805
global,316,1,7363,282925,9,153.0,298.9903485062532,34341.47285403858,0.856396001465805
global,316,1,7364,283642,10,153.0,256.80237445700914,33985.52456545248,0.8903208646002015
global,316,1,7365,284349,11,153.0,274.516394144448,34015.40034410238,0.8873704654983376
global,316,1,7366,285061,12,153.0,274.9893306759768,33961.6486395778,0.8926928874079242
global,316,1,7367,285798,13,153.0,253.85684389900416,33961.6486395778,0.8926928874079242
global,316,1,7368,286487,14,153.0,304.58218700950965,33767.19739311212,0.9124922870203812
global,316,1,7369,287270,15,153.0,212.49886467325268,33743.81078534463,0.914932881828674
global,316,1,7370,287953,16,153.0,313.8449448722531,33743.81078534463,0.914932881828674
global,316,1,7371,288724,17,153.0,226.78936901176348,33713.99893334062,0.9180629996856219
global,316,1,7372,289377,18,153.0,345.45153138041496,33705.47490228187,0.9189619279590422
global,316,1,7373,290107,19,153.0,268.9155682037235,33945.53952623625,0.8943004473388002
global,318,1,7486,278060,1,14.0,0.0,33655.6740466116,0.9242492215995273
global,318,1,7487,278633,2,14.0,108.81818181817653,33655.6740466116,0.9242492215995273
global,318,1,7488,279220,3,14.0,166.76884422107833,33988.03918525633,0.8900717759578664
global,318,1,7489,280309,5,14.0,538.780792186677,34079.06194322136,0.881148300345389
global,318,1,7490,280747,6,14.0,270.7017248198972,34079.06194322136,0.881148300345389
global,318,1,7491,281338,7,14.0,185.56537073809886,34175.85844379569,0.871853031408658
global,318,1,7492,281906,8,14.0,264.3586978588137,34175.85844379569,0.871853031408658
global,318,1,7493,282545,9,14.0,237.43679976597195,34341.47285403858,0.856396001465805
global,318,1,7494,283037,10,14.0,418.1760805528611,33985.52456545248,0.8903208646002015
global,318,1,7495,283550,11,14.0,422.3819833297166,33985.52456545248,0.8903208646002015
global,318,1,7496,284197,12,14.0,306.8732016636641,34015.40034410238,0.8873704654983376
global,318,1,7497,284712,13,14.0,452.258158265322,34015.40034410238,0.8873704654983376
global,318,1,7498,285153,14,14.0,535.8533516163006,33961.6486395778,0.8926928874079242
global,318,1,7499,285751,15,14.0,385.6840482519474,33961.6486395778,0.8926928874079242
global,318,1,7500,286302,16,14.0,437.52265463239746,33767.19739311212,0.9124922870203812
global,318,1,7501,286844,17,14.0,449.93809947767295,33767.19739311212,0.9124922870203812
global,318,1,7502,287370,18,14.0,468.34298775339266,33743.81078534463,0.914932881828674
global,318,1,7503,287978,19,14.0,388.03335962741403,33743.81078534463,0.914932881828674
global,318,1,7504,288587,20,14.0,388.22004361305153,33713.99893334062,0.9180629996856219
global,318,1,7505,289001,21,14.0,584.0524062614422,33705.47490228187,0.9189619279590422
global,318,1,17058,290413,22,,413.3641126381699,33945.53952623625,0.8943004473388002
global,322,1,7687,280109,1,183.0,0.0,34079.06194322136,0.881148300345389
global,322,1,7688,280791,2,183.0,0.18181818182347342,34079.06194322136,0.881148300345389
global,322,1,7689,281428,3,183.0,116.76884422107833,34175.85844379569,0.871853031408658
global,322,1,7690,282915,5,183.0,140.780792186677,34341.47285403858,0.856396001465805
global,322,1,7691,283580,6,183.0,126.41245284036268,33985.52456545248,0.8903208646002015
global,322,1,7692,284324,7,183.0,100.24196078302339,34015.40034410238,0.8873704654983376
global,322,1,7693,285655,9,183.0,440.24984228541143,33961.6486395778,0.8926928874079242
global,323,1,7751,280421,1,15.0,0.0,34079.06194322136,0.881148300345389
global,323,1,7752,280988,2,15.0,114.81818181817653,34079.06194322136,0.881148300345389
global,323,1,7753,281622,3,15.0,119.76884422107833,34175.85844379569,0.871853031408658
global,323,1,7754,282084,4,15.0,351.8903960933094,34341.47285403858,0.856396001465805
global,323,1,7755,282748,5,15.0,198.01942417101236,34341.47285403858,0.856396001465805
global,323,1,7756,283205,6,15.0,442.2428375307936,33985.52456545248,0.8903208646002015
global,323,1,7757,283855,7,15.0,277.27161454677116,33985.52456545248,0.8903208646002015
global,323,1,7758,284452,8,15.0,350.9545762917842,34015.40034410238,0.8873704654983376
global,323,1,7759,285007,9,15.0,407.9903485062532,33961.6486395778,0.8926928874079242
global,323,1,7760,285604,10,15.0,376.80237445700914,33961.6486395778,0.8926928874079242
global,323,1,7761,286196,11,15.0,389.516394144448,33767.19739311212,0.9124922870203812
global,323,1,7762,286771,12,15.0,411.9893306759768,33767.19739311212,0.9124922870203812
global,323,1,7763,287431,13,15.0,330.85684389900416,33743.81078534463,0.914932881828674
global,323,1,7764,287964,14,15.0,460.58218700950965,33743.81078534463,0.914932881828674
global,323,1,7765,288527,15,15.0,432.4988646732527,33713.99893334062,0.9180629996856219
global,323,1,7766,289160,16,15.0,363.8449448722531,33705.47490228187,0.9189619279590422
global,323,1,7767,289670,17,15.0,487.7893690117635,33705.47490228187,0.9189619279590422
global,323,1,7768,290778,19,15.0,888.9030627608299,33945.53952623625,0.8943004473388002
global,323,1,7769,291491,20,15.0,91.76300299743889,33702.26905408962,0.9193004663812836
global,323,1,7770,292011,21,15.0,334.8314187388751,33986.44005143256,0.8902301639150968
global,323,1,7771,292703,22,15.0,201.75496062770253,33986.44005143256,0.8902301639150968
global,323,1,7374,293028,23,153.0,598.1799475915614,34211.08996156122,0.8685182788773945
global,323,1,7773,293721,24,15.0,251.95745188480942,34211.08996156122,0.8685182788773945
global,323,1,7774,294423,25,15.0,258.8233007127419,33864.320062723345,0.90249448839759
global,323,1,17115,295734,27,,633.5003328668536,34215.74579525901,0.8680794997747826
global,331,1,7955,285068,1,191.0,0.0,33961.6486395778,0.8926928874079242
global,331,1,7956,285745,2,191.0,4.818181818176527,33961.6486395778,0.8926928874079242
global,331,1,7958,287136,4,191.0,116.53768844221486,33743.81078534463,0.914932881828674
global,331,1,7959,287729,5,191.0,142.28815789613873,33743.81078534463,0.914932881828674
global,331,1,7960,288497,6,191.0,30.717122110247146,33713.99893334062,0.9180629996856219
global,331,1,7961,289175,7,191.0,172.04710010555573,33705.47490228187,0.9189619279590422
global,331,1,7962,289893,8,191.0,172.08850589190843,33705.47490228187,0.9189619279590422
global,331,1,7963,290569,9,191.0,244.43853838858195,33945.53952623625,0.8943004473388002
global,331,1,7964,291315,10,191.0,196.94516710285097,33702.26905408962,0.9193004663812836
global,331,1,7965,292023,11,191.0,251.3661090139649,33986.44005143256,0.8902301639150968
global,331,1,7966,292602,12,191.0,392.20526365650585,33986.44005143256,0.8902301639150968
