method,sec,rep_lane,rep_dev,pd_true,pf_true,pd_hat,pf_hat,pd_var,pf_var,pd_ci_low,pd_ci_high,pf_ci_low,pf_ci_high
full,69,1,21,0.94,0.015,0.902758242628275,0.010621128884939638,0.005040475267896664,0.0001450011384834632,0.7636054855979099,1.0,0.0,0.034222746914178065
full,70,1,21,0.94,0.015,0.9054401831307335,0.01050756932577565,0.0050216180325421255,0.00014227901797954871,0.7665479665244246,1.0,0.0,0.03388660000436099
full,71,1,21,0.94,0.015,0.9066286811470001,0.010405295338202662,0.005013157155925599,0.00013971245680101716,0.7678535229586422,1.0,0.0,0.033572500047592775
full,72,1,21,0.94,0.015,0.8567136583657784,0.008938930030800395,0.006786103993016335,0.00012646397183979806,0.69525314585708,1.0,0.0,0.030980345462205162
full,73,1,21,0.94,0.015,0.8678001163131395,0.011462423077609484,0.0060473050430580365,0.0001446311793749915,0.7153818527965525,1.0,0.0,0.035033913032361336
full,74,1,21,0.94,0.015,0.866843825168818,0.01655791636330731,0.006053907114047746,0.00018211309771317557,0.7143423839647237,1.0,0.0,0.04300797640435325
full,75,1,21,0.94,0.015,0.869014565256974,0.013664935920843278,0.005478354411381749,0.00015853142064263192,0.7239433885651028,1.0,0.0,0.03834315112252946
full,76,1,21,0.94,0.015,0.8662107215409502,0.011734913519908378,0.005496841909794678,0.0001421479814120938,0.7208949691922554,1.0,0.0,0.035103175872781334
full,77,1,21,0.94,0.015,0.8705791100239152,0.013230571154329816,0.005467883254147669,0.00015226603840187843,0.7256466419253773,1.0,0.0,0.03741621179344988
full,78,1,21,0.94,0.015,0.870786208714201,0.02041014858047892,0.0054664888432013736,0.00020486185312575998,0.7258722220184979,1.0,0.0,0.04846362064665853
full,79,1,21,0.94,0.015,0.8733565209878719,0.018364216637869524,0.0054490213429835765,0.00018834904901172614,0.7286742470521692,1.0,0.0,0.04526331897760286
full,80,1,21,0.94,0.015,0.8724162862468129,0.013850848420283113,0.005455445773349181,0.00015298875860474172,0.7276487467813021,1.0,0.0,0.038093818845871964
full,81,1,21,0.94,0.015,0.8703002748671583,0.01344511215314792,0.0054697574241800604,0.00014862869020045553,0.7253429703919091,1.0,0.0,0.03734013205843509
full,82,1,21,0.94,0.015,0.8730268447871599,0.011658815575549809,0.005451278467233951,0.00013367221060723488,0.7283146084015455,1.0,0.0,0.03431968855672053
full,83,1,21,0.94,0.015,0.8772691381917852,0.009393200012034055,0.005421856532452474,0.00011487806632290445,0.732947954524697,1.0,0.0,0.030400712467964427
full,84,1,21,0.94,0.015,0.8785103113943802,0.008933053866352705,0.0054130941848547064,0.000110153710185896,0.7343057947503518,1.0,0.0,0.029504064853908423
full,85,1,21,0.94,0.015,0.8816667382387631,0.013655529246592104,0.005390495926112536,0.0001456128874713038,0.7377635445641475,1.0,0.0,0.03730688160771008
full,86,1,21,0.94,0.015,0.8797661624850491,0.012878214753862426,0.005404157105264095,0.00013860662488859112,0.735680736658623,1.0,0.0,0.035953552458260415
full,87,1,21,0.94,0.015,0.8889039099695288,0.013245153637523988,0.004863256684411983,0.00014038529533406846,0.7522192843570004,1.0,0.0,0.03646807659212549
full,88,1,21,0.94,0.015,0.886731499396259,0.011691640311984837,0.004878949728316937,0.00012747091921471433,0.7498265203914677,1.0,0.0,0.033820632228817524
full,89,1,21,0.94,0.015,0.8873059861578518,0.008125792394658661,0.004874820567934455,9.875740298793715e-05,0.7504589522339227,1.0,0.0,0.027603637227146142
full,90,1,21,0.94,0.015,0.8902581372421242,0.01058493529032356,0.004853365722798233,0.00011703422462646583,0.7537125779562153,1.0,0.0,0.031788677349805214
full,91,1,21,0.94,0.015,0.8900047102986455,0.009594667609669628,0.0048552230176838835,0.00010844615474747815,0.7534330267594345,1.0,0.0,0.030005614380407924
full,92,1,21,0.94,0.015,0.8879671845317036,0.010203870458576464,0.004870049633557292,0.00011231583690862809,0.7511871323593431,1.0,0.0,0.030975787054504385
full,93,1,21,0.94,0.015,0.8884582943114365,0.01147074183360789,0.00486649315842287,0.00012126249051813218,0.7517281947817525,1.0,0.0,0.033054114683430426
full,94,1,21,0.94,0.015,0.8909000351937222,0.008678657418973935,0.004848648393963068,9.878543889681608e-05,0.7544208511756144,1.0,0.0,0.028159266805387096
full,95,1,21,0.94,0.015,0.8904868602961081,0.008538334447939333,0.004851686969513367,9.690307667351459e-05,0.7539649182425227,1.0,0.0,0.02783244907776813
full,96,1,21,0.94,0.015,0.8838193855956494,0.009029775143589172,0.0048996504733310004,9.997924595757257e-05,0.746624279056282,1.0,0.0,0.028627741141891414
full,97,1,21,0.94,0.015,0.882460387131174,0.011090860345706968,0.004909179291000726,0.0001152056841440026,0.7451319371861302,1.0,0.0,0.03212830686869546
full,98,1,21,0.94,0.015,0.8864319974922638,0.009822698214628516,0.004881096468951064,0.00010468387902066198,0.7494969026658374,1.0,0.0,0.029876465682258505
full,99,1,21,0.94,0.015,0.8837052576220126,0.00905228513483204,0.004900453918790957,9.799984492491159e-05,0.7464989029061054,1.0,0.0,0.028455279858934306
full,100,1,21,0.94,0.015,0.88463895143008,0.016632088782163698,0.004893863478023358,0.00015500806611589812,0.747524889652396,1.0,0.0,0.04103452691426095
full,101,1,21,0.94,0.015,0.8824679642784083,0.013200167372792108,0.004909126393542731,0.00012854269251290167,0.7451402542070839,1.0,0.0,0.03542199465043881
full,102,1,21,0.94,0.015,0.8894802001976306,0.009148813418220322,0.004451343129569233,9.677944239174901e-05,0.758712162181634,1.0,0.0,0.028430615872662775
full,103,1,21,0.94,0.015,0.8899337940496549,0.021212550909918255,0.00444814325831962,0.00022467516798136246,0.7592127661269804,1.0,0.0,0.05059132088616474
full,104,1,21,0.94,0.015,0.895882964058413,0.02354194117727742,0.004053460870692515,0.00024074372233720244,0.771096044548184,1.0,0.0,0.05395314114917259
full,105,1,21,0.94,0.015,0.8994535333795277,0.021137850233870065,0.0040277995177311855,0.00022119885928864496,0.7750622369504121,1.0,0.0,0.05028845121984046
full,106,1,21,0.94,0.015,0.9022322517746093,0.020494777506239157,0.004007429059132612,0.00021492452039362594,0.7781559064320589,1.0,0.0,0.049228973815587246
full,107,1,21,0.94,0.015,0.9018189998776072,0.021773133654866973,0.004010480726544198,0.00022324325407501377,0.7776954212992718,1.0,0.0,0.05105813467679922
